OrcArmy
INFANTRYUNIT,Pig,100,15,10
INFANTRYUNIT,Pig,100,15,10
COMMANDERUNIT,Troll,100,25,15
RANGEDUNIT, OrkArcher,100,15,8
RANGEDUNIT, OrkArcher,100,15,8
CAVALRYUNIT,Stonetoss,100,20,12
CAVALRYUNIT,Stonetoss,100,20,12
CAVALRYUNIT,Stonetoss,100,20,12
CAVALRYUNIT,Stonetoss,100,20,12
CAVALRYUNIT,Stonetoss,100,20,12
CAVALRYUNIT,Stonetoss,100,20,12
RANGEDUNIT,OrkSniper,100,15,8
RANGEDUNIT,OrkSniper,100,15,8
RANGEDUNIT,OrkSniper,100,15,8
RANGEDUNIT,OrkSniper,100,15,8
RANGEDUNIT,OrkSniper,100,15,8
RANGEDUNIT,OrkSniper,100,15,8
RANGEDUNIT,OrkSniper,100,15,8
RANGEDUNIT,OrkSniper,100,15,8
RANGEDUNIT,OrkSniper,100,15,8
RANGEDUNIT,OrkSniper,100,15,8
RANGEDUNIT,OrkSniper,100,15,8
RANGEDUNIT,OrkSniper,100,15,8
RANGEDUNIT,OrkSniper,100,15,8
RANGEDUNIT,OrkSniper,100,15,8
RANGEDUNIT,OrkSniper,100,15,8
RANGEDUNIT,OrkSniper,100,15,8
RANGEDUNIT,OrkSniper,100,15,8
RANGEDUNIT,OrkSniper,100,15,8
RANGEDUNIT,OrkSniper,100,15,8
RANGEDUNIT,OrkSniper,100,15,8
INFANTRYUNIT,Pig,100,15,10
INFANTRYUNIT,Pig,100,15,10
INFANTRYUNIT,Pig,100,15,10
INFANTRYUNIT,Pig,100,15,10
INFANTRYUNIT,Pig,100,15,10
INFANTRYUNIT,Pig,100,15,10
INFANTRYUNIT,Pig,100,15,10
INFANTRYUNIT,Pig,100,15,10
INFANTRYUNIT,Pig,100,15,10
INFANTRYUNIT,Pig,100,15,10
INFANTRYUNIT,Pig,100,15,10
INFANTRYUNIT,Pig,100,15,10
INFANTRYUNIT,Pig,100,15,10
INFANTRYUNIT,Pig,100,15,10
INFANTRYUNIT,Pig,100,15,10
INFANTRYUNIT,Pig,100,15,10
INFANTRYUNIT,Pig,100,15,10
INFANTRYUNIT,Pig,100,15,10
INFANTRYUNIT,Pig,100,15,10
INFANTRYUNIT,Pig,100,15,10
COMMANDERUNIT,Troll,100,25,15
COMMANDERUNIT,Troll,100,25,15
COMMANDERUNIT,Troll,100,25,15
COMMANDERUNIT,Troll,100,25,15
COMMANDERUNIT,Troll,100,25,15
COMMANDERUNIT,Troll,100,25,15
COMMANDERUNIT,Troll,100,25,15
COMMANDERUNIT,Troll,100,25,15
COMMANDERUNIT,Troll,100,25,15
COMMANDERUNIT,Troll,100,25,15
COMMANDERUNIT,Troll,100,25,15
COMMANDERUNIT,Troll,100,25,15
INFANTRYUNIT,Gunnar,6,15,10
INFANTRYUNIT,Einar,2,15,10
INFANTRYUNIT,Heidi,50,15,10
